MSE_error,population,generations,training_time,i_run,solution_string
1.866381664441635,2000,6,5274.639153242111,0,(exp(0.795)+((x/(0.628+0.412))*0.691))
1.8471041533564572,2000,6,4817.576348781586,1,(tan((((0.392+0.632))**2)**3)+(x*0.691))
1.7217597965567513,2000,6,4835.95761847496,2,((0.621*x)+sqrt(abs(abs((exp(-0.575)+(x*tanh(x)))))))
