x,y
0.0,0.0
0.001001001001001001,0.002936928492686389
0.002002002002002002,0.005873806320568713
0.003003003003003003,0.008810582822338911
0.004004004004004004,0.011747207343680413
0.005005005005005005,0.014683629240762617
0.006006006006006006,0.0176197978837338
0.007007007007007007,0.020555662660212012
0.008008008008008008,0.0234911729787734
0.009009009009009009,0.02642627827243742
0.01001001001001001,0.029360928002148557
0.011011011011011011,0.03229507166025386
0.012012012012012012,0.035228658773975935
0.013013013013013011,0.03816163890888082
0.014014014014014014,0.041093961672340265
0.015015015015015015,0.04402557671698783
0.016016016016016016,0.04695643374416847
0.01701701701701702,0.049886482507380925
0.018018018018018018,0.05281567281571251
0.01901901901901902,0.055743954537265855
0.02002002002002002,0.05867127760257685
0.02102102102102102,0.06159759200802377
0.022022022022022022,0.06452284781922653
0.02302302302302302,0.06744699517443603
0.024024024024024024,0.07036998428791293
0.025025025025025023,0.07329176545329517
0.026026026026026022,0.07621228904695433
0.02702702702702703,0.07913150553133957
0.028028028028028028,0.08204936545830939
0.02902902902902903,0.08496581947245031
0.03003003003003003,0.0878808183143821
0.03103103103103103,0.09079431282404923
0.03203203203203203,0.09370625394399786
0.03303303303303303,0.09661659272263803
0.03403403403403404,0.09952528031749074
0.035035035035035036,0.10243226799841902
0.036036036036036036,0.1053375071508432
0.037037037037037035,0.10824094927893932
0.03803803803803804,0.11114254600882056
0.03903903903903904,0.11404224909170116
0.04004004004004004,0.11694001040704259
0.04104104104104104,0.11983578196568127
0.04204204204204204,0.12272951591293746
0.043043043043043044,0.12562116453170513
0.044044044044044044,0.1285106802455221
0.04504504504504504,0.13139801562162043
0.04604604604604604,0.13428312337395612
0.04704704704704704,0.13716595636621828
0.04804804804804805,0.1400464676148168
0.04904904904904905,0.14292461029184877
0.050050050050050046,0.14580033772804296
0.051051051051051045,0.14867360341568156
0.052052052052052045,0.15154436101149962
0.05305305305305305,0.15441256433956138
0.05405405405405406,0.15727816739411282
0.055055055055055056,0.16014112434241098
0.056056056056056056,0.16300138952752863
0.057057057057057055,0.16585891747113485
0.05805805805805806,0.16871366287625045
