MSE_error,population,generations,training_time,i_run,solution_string
0.008916374103797255,2000,6,4726.921427965164,0,(log(0.10337297840061366)*(1.3243355004953425*cos(sqrt(0.48888454422838346))))
0.00891640909569342,2000,6,4903.311975240707,1,(((0.176+tanh(0.206))/tanh(log(0.307)))-exp(0.611))
0.008916485987654361,2000,6,4846.152592420578,2,log(tanh(abs(abs(0.1006389499606562))))
