MSE_error,population,generations,training_time,i_run,solution_string
1.3956302925628253e-28,2000,6,5859.910627603531,0,(((0.612244897959184-x)*0.646476343042572)*((2.7755575615628914e-16+x)/0.06596697377985428))
1.2977560223755073e-28,2000,6,3587.1927790641785,1,((x/0.27869053835713387)*((0.9813967071537245-(x/0.36614381287594433))-tanh(log(tanh(0.4570527948859202)))))
1.3984871174958252e-28,2000,6,3110.1363224983215,2,(((((0.006363747767029193-0.006363747767030525)+x)*0.6122448979591837)-(x)**2)/0.10204081632653061)
