MSE_error,population,generations,training_time,i_run,solution_string
1.3137677189599087e-29,2000,6,3344.095460653305,0,(((exp(-(0.5*x))*exp(exp(0.882112530789791)))*exp(--0.6376803901450049))/exp(0.751093486884447))
3.1420268225194677e-29,2000,6,3300.9832832813263,1,((exp(-exp(-1.9651031626805788))/exp(-exp(--0.8931148422921559)))*exp(-(exp(-0.6931471805599452)*x)))
1.6959880838717907e-29,2000,6,1820.1235737800598,2,(27.182818284590454*exp(-((x/x)+(x/2.0))))
