population_size,fitness_score,training_time
20,5.366227473251098,0.004122320810953775
30,5.433265468285764,0.0072050452232360835
40,5.162302131355804,0.011902058124542236
50,5.206879488348229,0.018068917592366538
60,5.08490580920504,0.02503389914830526
70,4.628179345307346,0.036435914039611814
80,3.1886980440072303,0.049340017636617016
90,4.622657386333037,0.05298201243082682
100,4.58422100820205,0.0674191157023112
125,5.067309397510154,0.09293552637100219
150,3.386276370861812,0.12883015871047973
175,3.720649405735759,0.17899862925211585
200,4.3113160243598045,0.20918105045954385
250,3.602042346873739,0.33045034408569335
300,4.616549943487256,0.4378468751907348
350,3.1576350605808106,0.5604103604952494
400,4.538632624546486,0.6618635257085165
450,2.411896631380155,0.8473447442054749
500,3.689910013476046,0.9754476626714069
550,2.5756361900426445,1.1438835302988688
600,3.4874062575573026,1.3357877850532531
650,2.2892383886381307,1.4880349596341451
700,2.8018062298900768,1.6675270477930708
750,2.7682575990524856,1.88446604013443
800,4.592330979048918,2.054108659426371
850,4.532658489350462,2.2889894167582194
900,2.807115282590996,2.554259212811788
950,2.6413073250767165,2.851736235618591
1000,3.357517506111005,3.026552768548329
2000,2.562898642573065,9.32086123228073
3000,2.8035268647383487,18.468491439024607
4000,1.8857819194000425,29.497849790255223
5000,2.000602051619243,44.57898039023082
6000,2.2583183171328765,57.71163342396418
7000,2.480293786445688,73.10818800528844
