MSE_error,population,generations,training_time,i_run,solution_string
1076.001512470052,2000,6,4531.743001937866,0,(((tanh(x)*0.817)/tanh(tanh(0.148))))**3
393.92407144163434,2000,6,4887.171351671219,1,exp(((((x+x)/0.358)+0.136)/abs((0.405+x))))
1553.1757440201052,2000,6,5023.688369512558,2,sqrt(exp(((0.468+0.831)/0.123)))
