MSE_error,population,generations,training_time,i_run,solution_string
1.404321340958699,2000,6,4701.37396645546,0,(tan(1.1784006958024538)*cos((0.43684402221939234-(x+x))))
1.287749470938848,2000,6,2364.9836587905884,1,((cos((x+x))/0.7055514845739779)+cos((x*1.731039771688947)))
2.0712463807764667,2000,6,2215.1074917316437,2,tan(cos((x+x)))
