MSE_error,population,generations,training_time,i_run,solution_string
2.7681488248739268e-05,2000,6,1508.9210114479065,0,(((sqrt(sqrt(((x/sqrt((sqrt(sqrt(2.0366898965942052e-05))/x)))+x)))/sqrt(sqrt(sqrt(sqrt(321.8705316776143)))))/sqrt(23.42257065080484))+1.2150202190382724)
4.24936814651313e-06,2000,6,1538.4017367362976,1,sqrt((3092.608344392283+(sqrt((((-243.98900679893197/(-405.2038536160799/x))/(((16.10962523635768+x)*sqrt(x))/x))/sqrt(sqrt(0.10860688338652251))))+-3090.8183628201286)))
6.103921789645301e-18,2000,6,1579.851092338562,2,((sqrt(sqrt((x*sqrt(8.157292989554359e-08))))*(sqrt(3.330882798155069e-13)+sqrt(sqrt(x))))+sqrt(1.6899998768743454))
