MSE_error,population,generations,training_time,i_run,solution_string
1.9053730496433325e-31,2000,6,4545.228994131088,0,(((0.8619369971379331*1.63405296315406)+log(x))/tan(0.4389378103867573))
0.03148103898665314,2000,6,5231.820111751556,1,log(((-4.543020354023601+x)+((((1.1272481992704872+x))**3*exp(0.9135186056349656))-x)))
2.662908704318886e-31,2000,6,4888.370350599289,2,((0.0020214977289678164+log((x/0.24501662673970634)))*(1.415354124687768+0.7146458753122321))
