0,0.011877105415416336
1,0.011877105415416336
2,0.011877105415416336
3,0.007130677262755076
4,0.0018188630618732578
5,0.0018188630618732578
6,0.0018188630618732578
7,0.0008689180361656929
8,0.0008689180361656929
9,0.0008689180361656929
10,0.0008689180361656929
11,0.0008689180361656929
12,0.0008689180361656929
13,0.0006444091042291418
14,0.00029750940373266676
0,0.02258248452918474
1,0.0219563839264341
2,0.01711177986204466
3,0.0003945777112091196
4,0.0003945777112091196
5,0.0003945777112091196
6,0.00034713831834751576
7,4.934447317849988e-05
8,4.934447317849988e-05
9,4.934447317849988e-05
10,4.934447317849988e-05
11,4.934447317849988e-05
12,4.934447317849988e-05
13,4.934447317849988e-05
14,1.976905974258852e-05
